path_id,seed,hit_power_s,j_at_hit_power,hit_linear_s,j_at_hit_linear
59,734921,0.5315,120.09062714153592,0.6845,8.112227853120011
60,734921,0.1575,8.211085725017565,0.9635,748.7278289838148
61,734921,0.46,26.725816680913308,0.3425,226.59570708410422
62,734921,0.581,35.43231684355282,0.5395,2897.959091397715
63,734921,0.9755,14806.225734642956,1.1195,574.6798110155886
64,734921,0.5145,88.11288069707702,0.29,443.9293205971162
65,734921,0.426,147.88033412180545,0.9075,100.37170710610528
66,734921,0.2415,24.813590359952176,1.0065,2761.6724924645464
67,734921,0.4805,55.94719417194845,1.679,172.55989972769305
68,734921,1.4885,175801.29321088895,0.542,216.78580459927235
69,734921,0.58,61.275981412413856,0.3045,12.738361303681863
70,734921,0.3845,191.15173958512864,0.679,5.091994028183075
71,734921,0.705,336.01928546575385,0.608,375.9159671388378
72,734921,0.4455,96.22952033656911,0.8685,7468.481335767036
73,734921,0.846,349.2686674986664,0.8035,42.41952095985475
74,734921,0.6970000000000001,253.83603921198252,0.581,85.74865602809085
75,734921,0.6745,61.21913095890343,0.7025,988.2362361333726
76,734921,1.1300000000000001,62.725260033387556,1.361,10852.434546221339
77,734921,0.3635,19.030066033835897,0.3285,34.85596234732111
78,734921,1.441,5388.033119838535,0.5765,79.79337566670084
79,734921,1.119,780.0113338506653,0.3635,53.023418351458616
80,734921,0.597,38.9459412676911,0.381,62.28822062970254
81,734921,0.6585,292.04338453469086,0.2735,27.559228194885865
82,734921,0.622,262.9120743811789,0.5825,1710.9870582511514
83,734921,0.6990000000000001,240.3069652310928,0.421,309.49482501830846
84,734921,2.636,48252.229310306306,0.809,53.199561490450265
85,734921,0.657,232.39772275722729,0.6275000000000001,461.19878648340983
86,734921,0.9305,161.43752864035312,0.8205,66775.72964035033
87,734921,0.9795,6864.329619977612,0.448,88.12070109302324
88,734921,0.4205,43.53931947776392,1.576,173.54316789666032
89,734921,0.7825,25.627843351434233,0.6035,519.602698234208
90,734921,0.23550000000000001,19.900571862412527,0.8135,128.62671151613685
91,734921,0.5425,324.505302723884,0.327,8.427795837951965
92,734921,0.4975,91.17419924427047,0.8205,9706.435855838494
